
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////
//
//						HEROES
//
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////

///////////////////////////////////////////////////////
// Aeronaut
///////////////////////////////////////////////////////

	"npc_dota_hero_shredder"    "Aeronaut"
	"DOTA_Tooltip_ability_hero_heroic_soul_bonus_movespeed"    "%MOVE SPEED:"
	"DOTA_Tooltip_ability_hero_heroic_soul_duration"    "DURATION:"

	"DOTA_Tooltip_ability_hero_one_punch"    "One Punch!"
	"DOTA_Tooltip_ability_hero_one_punch_description"    "Hero unleashes a devastating punch that deals critical damage, launching the enemy into the air. After a short delay time, they land, creating an explosion that deals Magical damage and stuns any affected units."
	"DOTA_Tooltip_ability_hero_one_punch_aghanim_description"    "Increases crit and increases the Magical damage upon landing by a multiple of Hero's attack damage."
	"DOTA_Tooltip_ability_hero_one_punch_crit"    "%CRIT:"
	"DOTA_Tooltip_ability_hero_one_punch_scepter_crit"    "%SCEPTER CRIT:"
	"DOTA_Tooltip_ability_hero_one_punch_scepter_landing_damage"    "%SCEPTER LANDING DAMAGE:"
	"DOTA_Tooltip_ability_hero_one_punch_landing_delay"    "LANDING DELAY:"
	"DOTA_Tooltip_ability_hero_one_punch_landing_damage"    "LANDING DAMAGE:"
	"DOTA_Tooltip_ability_hero_one_punch_landing_aoe"    "LANDING EFFECT RADIUS:"
	"DOTA_Tooltip_ability_hero_one_punch_landing_stun"    "LANDING STUN:"

///////////////////////////////////////////////////////
// Horror
///////////////////////////////////////////////////////

	"npc_dota_hero_night_stalker"    "Horror"
	"npc_dota_hero_night_stalker_bio"    ""
	"npc_dota_hero_night_stalker_hype"    "Horror is a dangerous ganker, capable of forcing enemies to run away from him with Terrify, blind them with Obscure, cause them to isolate themselves from their allies with Paranoia, and teleport to anyone he can see with Sinister."


	"DOTA_Tooltip_ability_special_bonus_horror_1"    "+125 Terrify Damage"

	"DOTA_Tooltip_ability_special_bonus_horror_2"    "+3s Sinister Duration"

	"DOTA_Tooltip_ability_special_bonus_horror_3"    "Obscure 1.5s Stun"

	"DOTA_Tooltip_ability_special_bonus_horror_4"    "x2 Paranoia Damage"

	"DOTA_Tooltip_ability_horror_terrify"    "Terrify"
	"DOTA_Tooltip_ability_horror_terrify_description"    "Using dark magic Horror instils a deep fear in the target enemy. For a short time, they are slowed slightly. If Horror draws near, they take damage, the slow becomes more powerful, and they can do nothing but run away."
	"DOTA_Tooltip_ability_horror_terrify_Note0"    "Horror's illusions do not cause terrified units to run away."
	"DOTA_Tooltip_ability_horror_terrify_duration"    "DURATION:"
	"DOTA_Tooltip_ability_horror_terrify_debuff_duration"    "DEBUFF DURATION:"
	"DOTA_Tooltip_ability_horror_terrify_slow"    "%SLOW:"
	"DOTA_Tooltip_ability_horror_terrify_slow_active"    "%DEBUFF SLOW:"
	"DOTA_Tooltip_ability_horror_terrify_damage"    "DEBUFF DAMAGE:"

	"DOTA_Tooltip_ability_horror_obscure"    "Obscure"
	"DOTA_Tooltip_ability_horror_obscure_Description"    "Creates a blast of darkness around Horror that deals damage, then applies a blind, reducing affected units' vision range to 0, and causing them to miss all of their attacks."
	"DOTA_Tooltip_ability_horror_obscure_duration"    "DURATION:"
	"DOTA_Tooltip_ability_horror_obscure_miss_chance"    "%MISS CHANCE:"
	"DOTA_Tooltip_ability_horror_obscure_radius"    "RADIUS:"
		"DOTA_Tooltip_modifier_obscure"    "Obscure"
		"DOTA_Tooltip_modifier_obscure_description"    "Blinded and missing attacks."

	"DOTA_Tooltip_ability_horror_paranoia"    "Paranoia"
	"DOTA_Tooltip_ability_horror_paranoia_Description"    "The targeted enemy is cursed to take damage for each of their nearby allies over time. Creeps deal less damage than Heroes. Deals a base amount of half the Hero damage."
	"DOTA_Tooltip_ability_horror_paranoia_duration"    "DURATION:"
	"DOTA_Tooltip_ability_horror_paranoia_hero_damage"    "HERO DAMAGE:"
	"DOTA_Tooltip_ability_horror_paranoia_creep_damage"    "CREEP DAMAGE:"
	"DOTA_Tooltip_ability_horror_paranoia_end_damage"    "BONUS END DAMAGE:"
	"DOTA_Tooltip_ability_horror_paranoia_radius"    "RADIUS:"
		"DOTA_Tooltip_modifier_paranoia"    "Paranoia"
		"DOTA_Tooltip_modifier_paranoia_description"    "Taking damage every second for each nearby allied unit and Hero."

	"DOTA_Tooltip_ability_horror_sinister"    "Sinister"
	"DOTA_Tooltip_ability_horror_sinister_Description"    "Horror gains vision of the target enemy, bonus movespeed, and Flying movement. Every strike Horror makes against that enemy while this effect is active is a critical attack, and each time he strikes the critical damage increases."
	"DOTA_Tooltip_ability_horror_sinister_bonus_movespeed"    "%BONUS MOVESPEED:"
	"DOTA_Tooltip_ability_horror_sinister_crit_bonus"    "%CRITICAL DAMAGE PER HIT:"
	"DOTA_Tooltip_ability_horror_sinister_duration"    "DURATION:"

///////////////////////////////////////////////////////
// Ironfist
///////////////////////////////////////////////////////

	"npc_dota_hero_dark_seer"    "Ironfist"
	"npc_dota_hero_dark_seer_bio"    "White, pockmarked knuckles gripped the wooden frame. A glint in the dark; eyes darting to and fro, surveying their surroundings carefully for any sign of movement. A moment later, the figure slipped into the shadows of the room, the door closing gently behind him. Many had come to seek the Lost One, to destroy him and the twisted reality he represented. This man, however, was different. He sought more than simple destruction. He wished to learn the Lost One's ways, and become powerful. So was born the Ironfist; master of every method of fighting."
	"npc_dota_hero_dark_seer_hype"    "Master of many arts, Ironfist is a powerful adversary. Equipped with three sets of skills that he can switch between, and three modes: tank, high damage or speed, Ironfist is capable of adapting to most situations very quickly."


	"DOTA_Tooltip_ability_ironfist_dragon_fist"    "Dragon Fist"
	"DOTA_Tooltip_ability_ironfist_dragon_fist_Description"    "Ironfist strikes the target with the fist of the Dragon, dealing massive Physical damage and stunning them."
	"DOTA_Tooltip_ability_ironfist_dragon_fist_damage"    "DAMAGE:"
	"DOTA_Tooltip_ability_ironfist_dragon_fist_stun"    "STUN:"

	"DOTA_Tooltip_ability_ironfist_reversal"    "Reversal"
	"DOTA_Tooltip_ability_ironfist_reversal_description"    "With some concentration it's possible to turn your opponent's strikes against them. Deals damage based on the attack's damage and stuns the attacker. If timed perfectly, deals more damage and stuns for longer."
	"DOTA_Tooltip_ability_ironfist_reversal_counter_time"    "COUNTER TIME:"
	"DOTA_Tooltip_ability_ironfist_reversal_reduction"    "%REDUCTION:"
	"DOTA_Tooltip_ability_ironfist_reversal_damage"    "%DAMAGE:"
	"DOTA_Tooltip_ability_ironfist_reversal_stun"    "STUN:"
	"DOTA_Tooltip_ability_ironfist_reversal_perfect_time"    "PERFECT TIME:"
	"DOTA_Tooltip_ability_ironfist_reversal_perfect_damage"    "%PERFECT DAMAGE:"
		"DOTA_Tooltip_modifier_reversal"    "Reversal"
		"DOTA_Tooltip_modifier_reversal_description"    "COUNTER COUNTER!"

	"DOTA_Tooltip_ability_ironfist_focus"    "Focus"
	"DOTA_Tooltip_ability_ironfist_focus_Description"    "Ironfist focuses while he is not attacking or casting Spells, increasing the efficacy of his fighting abilities. Stacks of Focus grant different bonuses depending on the Stance he is in, and accumulate at a set rate. Casting a Spell will consume all stacks, whereas attacking will consume 1 stack, and prevent it from ticking up for a short time.\nRegardless of what Stance he is in, casting a Spell will cause its cooldown to be reduced based on the amounts of Focus stacks he has.\n\nUpgradable by Aghanim's Scepter."
	"DOTA_Tooltip_ability_ironfist_focus_aghanim_Description"    "Increases the Focus stack maximum and reduces the interval."
	"DOTA_Tooltip_ability_ironfist_focus_interval"    "INTERVAL:"
	"DOTA_Tooltip_ability_ironfist_focus_reduction"    "%COOLDOWN REDUCTION (ALL STANCES):"
	"DOTA_Tooltip_ability_ironfist_focus_max_stack"    "MAX STACK:"
	"DOTA_Tooltip_ability_ironfist_focus_dragon_damage"    "DAMAGE (DRAGON STANCE):"
	"DOTA_Tooltip_ability_ironfist_focus_stonewall_armor"    "ARMOR (STONEWALL STANCE):"
	"DOTA_Tooltip_ability_ironfist_focus_stonewall_regen"    "REGEN (STONEWALL STANCE):"
	"DOTA_Tooltip_ability_ironfist_focus_gale_movespeed"    "MOVESPEED (GALE STANCE):"
	"DOTA_Tooltip_ability_ironfist_focus_gale_evasion"    "EVASION (GALE STANCE):"
	"DOTA_Tooltip_ability_ironfist_focus_scepter_max_stack"    "SCEPTER MAX STACK:"
	"DOTA_Tooltip_ability_ironfist_focus_scepter_interval"    "SCEPTER INTERVAL:"
	"DOTA_Tooltip_ability_ironfist_focus_red"    "Red Focus"
	"DOTA_Tooltip_ability_ironfist_focus_red_description"    "Places a focus on the target enemy, causing their weakpoint to be exposed.  Attacks targeting them will reduce their Strength and Armor.  If Ironfist hits a target with a red Focus, he will gain bonus damage for a short time.\n\nUpgradable by Aghanim's Scepter."
	"DOTA_Tooltip_ability_ironfist_focus_red_aghanim_description"    "This ability goes on cooldown only when all three focii are cast."
	"DOTA_Tooltip_ability_ironfist_focus_red_str_red"    "STRENGTH REDUCTION:"
	"DOTA_Tooltip_ability_ironfist_focus_red_armor_red"    "ARMOR REDUCTION:"
	"DOTA_Tooltip_ability_ironfist_focus_red_bonus_damage"    "BONUS DAMAGE:"
	"DOTA_Tooltip_ability_ironfist_focus_red_duration"    "DURATION:"
	"DOTA_Tooltip_ability_ironfist_focus_green"    "Green Focus"
	"DOTA_Tooltip_ability_ironfist_focus_green_description"    "Places a focus on the target enemy, causing their weakpoint to be exposed.  Attacks targeting them will reduce their Agility and movespeed.  If Ironfist hits a target with a green Focus, he will gain bonus attack speed for a short time.\n\nUpgradable by Aghanim's Scepter."
	"DOTA_Tooltip_ability_ironfist_focus_green_aghanim_description"    "This ability goes on cooldown only when all three focii are cast."
	"DOTA_Tooltip_ability_ironfist_focus_green_agi_red"    "AGILITY REDUCTION:"
	"DOTA_Tooltip_ability_ironfist_focus_green_speed_red"    "SPEED REDUCTION:"
	"DOTA_Tooltip_ability_ironfist_focus_green_bonus_as"    "BONUS ATTACK SPEED:"
	"DOTA_Tooltip_ability_ironfist_focus_green_duration"    "DURATION:"
	"DOTA_Tooltip_ability_ironfist_focus_blue"    "Blue Focus"
	"DOTA_Tooltip_ability_ironfist_focus_blue_description"    "Places a focus on the target enemy, causing their weakpoint to be exposed.  Attacks targeting them will reduce their Intelligence and burn their mana.  If Ironfist hits a target with a blue Focus, he will gain the mana burned as well.\n\nUpgradable by Aghanim's Scepter."
	"DOTA_Tooltip_ability_ironfist_focus_blue_aghanim_description"    "This ability goes on cooldown only when all three focii are cast."
	"DOTA_Tooltip_ability_ironfist_focus_blue_int_red"    "INTELLIGENCE REDUCTION:"
	"DOTA_Tooltip_ability_ironfist_focus_blue_mana_burn"    "MANA BURN:"
	"DOTA_Tooltip_ability_ironfist_focus_blue_duration"    "DURATION:"
		"DOTA_Tooltip_modifier_focus"    "Focus"
		"DOTA_Tooltip_modifier_focus_description"    "Gaining bonuses depending on what Stance we're in."

	"DOTA_Tooltip_ability_ironfist_change_stance"    "Change Stance"
	"DOTA_Tooltip_ability_ironfist_change_stance_Description"    "Change between different Stances.\n\nUpgradable by Aghanim's Scepter."
	"DOTA_Tooltip_ability_ironfist_change_stance_lore"    "The Lost One's training turns weakness to strength."
	"DOTA_Tooltip_ability_ironfist_change_stance_aghanim_Description"    "Removes cooldown."

	"DOTA_Tooltip_ability_ironfist_quake"    "Quake"
	"DOTA_Tooltip_ability_ironfist_quake_description"    "Ironfist creates blasts of energy to fissure the ground beneath him, dealing damage multiple times.  Expands by the radius times the number of hits.  If 3 or more instances hit a target, they are stunned."
	"DOTA_Tooltip_ability_ironfist_quake_stun"    "STUN:"
	"DOTA_Tooltip_ability_ironfist_quake_radius"    "RADIUS:"
	"DOTA_Tooltip_ability_ironfist_quake_delay"    "DELAY:"
	"DOTA_Tooltip_ability_ironfist_quake_hits"    "HITS:"

	"DOTA_Tooltip_ability_ironfist_boulder_throw"    "Boulder Throw"
	"DOTA_Tooltip_ability_ironfist_boulder_throw_Description"    "Ironfist tosses the target enemy behind him. When they land, they are stunned and damaged."
	"DOTA_Tooltip_ability_ironfist_boulder_throw_damage"    "DAMAGE:"
	"DOTA_Tooltip_ability_ironfist_boulder_throw_distance"    "DISTANCE:"
	"DOTA_Tooltip_ability_ironfist_boulder_throw_stun"    "STUN:"
		"DOTA_Tooltip_modifier_boulder_throw"    "Boulder Throw"
		"DOTA_Tooltip_modifier_boulder_throw_description"    "Wheee!!"

	"DOTA_Tooltip_ability_ironfist_lightning_strike"    "Lightning Strike"
	"DOTA_Tooltip_ability_ironfist_lightning_strike_Description"    "Ironfist strikes extremely fast for a number of attacks, reducing his BAT and increasing his attack speed."
	"DOTA_Tooltip_ability_ironfist_lightning_strike_attacks"    "ATTACKS:"
	"DOTA_Tooltip_ability_ironfist_lightning_strike_bat"    "BASE ATTACK TIME:"
	"DOTA_Tooltip_ability_ironfist_lightning_strike_bonus_attack_speed"    "BONUS ATTACK SPEED:"
	"DOTA_Tooltip_ability_ironfist_lightning_strike_duration"    "DURATION:"
		"DOTA_Tooltip_modifier_lightning_strike"    "Lightning Strike"
		"DOTA_Tooltip_modifier_lightning_strike_description"    "Attacking very fast!"

	"DOTA_Tooltip_ability_ironfist_typhoon"    "Typhoon"
	"DOTA_Tooltip_ability_ironfist_typhoon_description"    "Ironfist dashes forward, dealing damage and slowing those in his way."
	"DOTA_Tooltip_ability_ironfist_typhoon_slow"    "%SLOW:"
	"DOTA_Tooltip_ability_ironfist_typhoon_slow_duration"    "SLOW DURATION:"
	"DOTA_Tooltip_ability_ironfist_typhoon_radius"    "LINE RADIUS:"
	"DOTA_Tooltip_ability_ironfist_typhoon_duration"    "DASH DURATION:"
		"DOTA_Tooltip_modifier_typhoon_slow"    "Typhoon"
		"DOTA_Tooltip_modifier_typhoon_slow_description"    "Being slowed."

	"DOTA_Tooltip_ability_ironfist_dragon_stance"    "Dragon Stance"
	"DOTA_Tooltip_ability_ironfist_dragon_stance_Description"    "Focuses on dealing damage and fighting prowess. Can counter attacks, and strike with extreme damage."

	"DOTA_Tooltip_ability_ironfist_gale_stance"    "Gale Stance"
	"DOTA_Tooltip_ability_ironfist_gale_stance_description"    "Focuses on avoiding attacks, and moving quickly around opponents. Can slow enemies with a dash attack, and attack extremely fast for a short time."

	"DOTA_Tooltip_ability_ironfist_stonewall_stance"    "Stonewall Stance"
	"DOTA_Tooltip_ability_ironfist_stonewall_stance_description"    "Focuses on withstanding attacks, and controlling enemies. Can stun and deal Magical damage, and displace enemy positions."

///////////////////////////////////////////////////////
// The Lich
///////////////////////////////////////////////////////

	"npc_dota_hero_lich"    "The Lich"
	"npc_dota_hero_lich_bio"    ""
	"npc_dota_hero_lich_hype"    "A progenitor of frost magic, The Lich freezes his foes with reckless abandon, crushing them with powerful long range disables, close range nukes, a devastating Aura, and a global chill that slows enemies drastically."


	"DOTA_Tooltip_ability_special_bonus_lich_1"    "+0.4s Deep Freeze Stun"

	"DOTA_Tooltip_ability_special_bonus_lich_2"    "+10% Winter's Requiem Slow"

	"DOTA_Tooltip_ability_special_bonus_lich_3"    "+750 Traveling Frost Speed"

	"DOTA_Tooltip_ability_special_bonus_lich_4"    "+90 Winter's Requiem Damage"

	"DOTA_Tooltip_ability_special_bonus_lich_5"    "+1.4s Traveling Frost Stun"

	"DOTA_Tooltip_ability_lich_traveling_frost"    "Traveling Frost"
	"DOTA_Tooltip_ability_lich_traveling_frost_description"    "Fires a rolling wave of ice towards a target point.  The first enemy it hits is damaged and frozen in place for a short time. Passes through and ignores units already affected by Traveling Frost.<br/><br/>Upgradable by Aghanim's Scepter."
	"DOTA_Tooltip_ability_lich_traveling_frost_aghanim_description"    "Increases hit detection radius, and Traveling Frost creates multiple projectiles that travel in random directions when it hits a unit."
	"DOTA_Tooltip_ability_lich_traveling_frost_Lore"    "It was ICE knowing you."
	"DOTA_Tooltip_ability_lich_traveling_frost_damage"    "DAMAGE:"
	"DOTA_Tooltip_ability_lich_traveling_frost_radius"    "RADIUS:"
	"DOTA_Tooltip_ability_lich_traveling_frost_scepter_units"    "SCEPTER PROJECTILES:"
	"DOTA_Tooltip_ability_lich_traveling_frost_scepter_radius"    "SCEPTER PROJECTILES:"
	"DOTA_Tooltip_ability_lich_traveling_frost_stun"    "STUN:"

	"DOTA_Tooltip_ability_lich_winters_requiem"    "Winter's Requiem"
	"DOTA_Tooltip_ability_lich_winters_requiem_description"    "All enemies within a large radius are marked. After a short delay, they are assailed by an icy explosion that deals damage and slows in an AoE."
	"DOTA_Tooltip_ability_lich_winters_requiem_Note0"    "Each explosion deals damage separately. If all explosions hit a target this Spell's damage total is 160/360/640/1000. With the Talent, it's 340/630/1000/1450."
	"DOTA_Tooltip_ability_lich_winters_requiem_Note1"    "This Spell cannot target a unit more than once."
	"DOTA_Tooltip_ability_lich_winters_requiem_Lore"    "Are you feeling cold?"
	"DOTA_Tooltip_ability_lich_winters_requiem_damage"    "DAMAGE:"
	"DOTA_Tooltip_ability_lich_winters_requiem_slow_duration"    "SLOW DURATION:"
	"DOTA_Tooltip_ability_lich_winters_requiem_slow"    "%SLOW:"
	"DOTA_Tooltip_ability_lich_winters_requiem_radius"    "RADIUS:"
	"DOTA_Tooltip_ability_lich_winters_requiem_damage_radius"    "DAMAGE AOE:"
	"DOTA_Tooltip_ability_lich_winters_requiem_delay"    "DELAY:"
		"DOTA_Tooltip_modifier_winters_requiem"    "Winters Requiem Slow"
